"microbe","disease","sign","effect"
"Gammaproteobacteria","cystic fibrosis","1","increase"
"Gammaproteobacteria","inflammatory bowel disease","-1","decrease"
"Gammaproteobacteria","necrotising enterocolitis","1","increase"
"Gammaproteobacteria","necrotizing enterocolitis","1","increase"
"Gammaproteobacteria","obesity","-1","decrease"
"Gammaproteobacteria","postoperative delirium","1","increase"
"Gammaproteobacteria","primary liver cancer","1","increase"
"Gammasphaerolipovirus","Colorectal cancer","1","increase"
"Ganoderma","Seborrheic dermatitis","-1","decrease"
"Gardnerella","Bacterial vaginosis","1","increase"
"Gardnerella","Endometriosis","-1","decrease"
"Gardnerella","HIV infection","1","increase"
"Gardnerella","Parkinson's Disease","1","increase"
"Gardnerella","Pelvic inflammatory disease","1","increase"
"Gardnerella","Recurrent miscarriage","-1","decrease"
"Gardnerella","Urgency urinary incontinence","1","increase"
"Gardnerella","Vulvar vestibulitis syndrome","-1","decrease"
"Gardnerella","cervical cancer","-1","decrease"
"Gardnerella vaginalis","Aerobic vaginitis","1","increase"
"Gardnerella vaginalis","Bacterial vaginosis","1","increase"
"Gardnerella vaginalis","Cervical cancer","1","increase"
"Gardnerella vaginalis","Chlamydia","1","increase"
"Gardnerella vaginalis","Crohn's disease","1","increase"
"Gardnerella vaginalis","Human papilloma virus infection","1","increase"
"Gardnerella vaginalis","Idiopathic infertility","1","increase"
"Gardnerella vaginalis","Parkinson's Disease","1","increase"
"Gardnerella vaginalis","Pregnancy","-1","decrease"
"Gardnerella vaginalis","Preterm birth","1","increase"
"Gardnerella vaginalis","Rheumatoid Arthritis","1","increase"
"Gardnerella vaginalis","Urgency urinary incontinence","1","increase"
"Gardnerella vaginalis","Vulvodynia","-1","decrease"
"Gardnerella vaginalis","cervical intraepithelial neoplasia","1","increase"
"Gardnerella vaginalis","inflammatory bowel disease","1","increase"
"Gardnerella vaginalis","ulcerative colitis","1","increase"
"Gelria","Adolescent idiopathic scoliosis","1","increase"
"Gemella","Aggressive periodontitis","-1","decrease"
"Gemella","Alzheimer's Disease","1","increase"
"Gemella","Aphthous ulcer","-1","decrease"
"Gemella","Asthma","1","increase"
"Gemella","Barrett's oesophagus","-1","decrease"
"Gemella","Bleeding gum","1","increase"
"Gemella","COPD Exacerbation","-1","decrease"
"Gemella","Celiac Disease, Coaliac disease","-1","decrease"
"Gemella","Celiac disease","1","increase"
"Gemella","Chronic Obstructive Pulmonary Disease","-1","decrease"
"Gemella","Colorectal cancer","1","increase"
"Gemella","Common Variable Immunodeficieny","1","increase"
"Gemella","Crohn's Disease","-1","decrease"
"Gemella","Cystic Fibrosis","-1","decrease"
"Gemella","Endometriosis","-1","decrease"
"Gemella","Gastric carcinoma","1","increase"
"Gemella","Halitosis","-1","decrease"
"Gemella","Hepatocellular cancer","1","increase"
"Gemella","Influenza A","-1","decrease"
"Gemella","Irritable Bowel Syndrome","-1","decrease"
"Gemella","Juvenile idiopathic arthritis","-1","decrease"
"Gemella","Kaposi's sarcoma","-1","decrease"
"Gemella","Laryngeal Squamous Cell Carcinoma","1","increase"
"Gemella","Macular degeneration","1","increase"
"Gemella","Obesity","1","increase"
"Gemella","Oral cancer","1","increase"
"Gemella","Otitis Media","1","increase"
"Gemella","Overactive bladder","1","increase"
"Gemella","Parkinson's Disease","-1","decrease"
"Gemella","Pulmonary tubercolosis","-1","decrease"
"Gemella","Rheumatoid Arthritis","-1","decrease"
"Gemella","Short Bowel Syndrome","-1","decrease"
"Gemella","Smoking","-1","decrease"
"Gemella","T2D with hypertension and hyperlipidemia","-1","decrease"
"Gemella","Tongue cancer","-1","decrease"
"Gemella","Trichomonas vaginalis infection","1","increase"
"Gemella","Type 2 Diabetes","1","increase"
"Gemella","Ulcerative Colitis","1","increase"
"Gemella","inflammatory bowel disease","1","increase"
"Gemella","periodontitis","-1","decrease"
"Gemella asaccharolytica","Aerobic vaginitis","1","increase"
"Gemella haemolysans","Autoimmune polyendocrine syndrome type 1","1","increase"
"Gemella haemolysans","Oral cancer","1","increase"
"Gemella haemolysans","Oral leukoplakia","-1","decrease"
"Gemella haemolysans","Oral potentially malignant disorder","-1","decrease"
"Gemella haemolysans","Periodontal disease","-1","decrease"
"Gemella haemolysans","Recurrent tonsillitis","-1","decrease"
"Gemella haemolysans","oral squamous cell carcinoma","1","increase"
"Gemella haemolysans","periodontitis","-1","decrease"
"Gemella morbillorum","Aphthous ulcer","1","increase"
"Gemella morbillorum","Colorectal cancer","1","increase"
"Gemella morbillorum","Obesity","-1","decrease"
"Gemella morbillorum","Oral cancer","1","increase"
"Gemella morbillorum","Oral potentially malignant disorder","-1","decrease"
"Gemella morbillorum","Recurrent tonsillitis","-1","decrease"
"Gemella morbillorum","oral squamous cell carcinoma","1","increase"
"Gemella sanguinis","Behcet's Disease","-1","decrease"
"Gemella sanguinis","Obesity","-1","decrease"
"Gemella sanguinis","Recurrent tonsillitis","1","increase"
"Gemella sanguinis","type 1 diabetes","1","increase"
"Gemellaceae","Celiac disease","1","increase"
"Gemellaceae","human papilloma virus infection","1","increase"
"Gemellales","Pneumonia","-1","decrease"
"Geminicoccus","Vitiligo","1","increase"
"Gemmiger","Acne","-1","decrease"
"Gemmiger","Bipolar disorder","-1","decrease"
"Gemmiger","Crohn's disease","-1","decrease"
"Gemmiger","Drug-resistant Epilepsy","1","increase"
"Gemmiger","Hand, foot and mouth disease","-1","decrease"
"Gemmiger","Hepatocellular cancer","1","increase"
"Gemmiger","Infantile eczema","1","increase"
"Gemmiger","Multiple Sclerosis","-1","decrease"
"Gemmiger","Pancreatic cancer","-1","decrease"
"Gemmiger","Preeclamsia","-1","decrease"
"Gemmiger","Rett Syndrome","-1","decrease"
"Gemmiger","Rheumatoid Arthritis","-1","decrease"
"Gemmiger","Ulcerative Colitis","-1","decrease"
"Gemmiger","hepatocellular carcinoma","1","increase"
"Gemmiger formicilis","Crohn's Disease","-1","decrease"
"Gemmiger formicilis","Idiopathic central precocious puberty","1","increase"
"Gemmiger formicilis","Ulcerative Colitis","-1","decrease"
"Geobacillus","Bladder cancer","1","increase"
"Geobacillus","Psoriasis","1","increase"
"Geobacter","Azoospermia","-1","decrease"
"Geodermatophilaceae","Obstructive sleep apnea-hypopnea syndrome","-1","decrease"
"Georgenia","Asthma","1","increase"
"Geothrix","Gestational diabetes","-1","decrease"
"Gibberella","Oral cancer","1","increase"
"Gibberella","Uveitits","-1","decrease"
"Gibberella moniliformis","Crohn's Disease","1","increase"
"Gibberella moniliformis","Crohns disease","1","increase"
"Glaciecola","Asthma","1","increase"
"Globicatella","Conjunctival scarring","-1","decrease"
"Glomeraceae","Cirrhosis","-1","decrease"
"Glomerellales","Schizophrenia","-1","decrease"
"Gluconacetobacter","breast cancer","1","increase"
"Gluconobacter oxydans","Inflammatory Bowel Disease","1","increase"
"Glutamicibacter","Alzheimer's Disease","1","increase"
"Gordonia","Psoriasis","1","increase"
"Gordonibacter","Crohn's disease","-1","decrease"
"Gordonibacter","Multiple system atrophy","1","increase"
"Gordonibacter","Psoriasis","-1","decrease"
"Gordonibacter","cardiovascular disease","-1","decrease"
"Gp21","Obstructive sleep apnea-hypopnea syndrome","-1","decrease"
"Gp7","Obstructive sleep apnea-hypopnea syndrome","-1","decrease"
"Gram-negative bacteria","Irritable bowel syndrome","1","increase"
"Gram-negative bacteria","type 1 diabetes","1","increase"
"Gram-negative bacterium cL10-2b-4","Type 1 diabetes","-1","decrease"
"Granulicatella","Acne","-1","decrease"
"Granulicatella","Aggressive periodontitis","-1","decrease"
"Granulicatella","Alcoholism","1","increase"
"Granulicatella","Aphthous ulcer","-1","decrease"
"Granulicatella","Asthma","1","increase"
"Granulicatella","Atopic dermatitis","-1","decrease"
"Granulicatella","Bleeding gum","-1","decrease"
"Granulicatella","Caries","1","increase"
"Granulicatella","Celiac Disease, Coaliac disease","-1","decrease"
"Granulicatella","Celiac disease","1","increase"
"Granulicatella","Chronic Obstructive Pulmonary Disease","-1","decrease"
"Granulicatella","Coronary artery disease","1","increase"
"Granulicatella","Cystic Fibrosis","-1","decrease"
"Granulicatella","Eosinophilic esophagitis","1","increase"
"Granulicatella","Gestational diabetes","1","increase"
"Granulicatella","Helicobacter pylori infection","-1","decrease"
"Granulicatella","Hepatic encephalopathy","1","increase"
"Granulicatella","Infantile eczema","-1","decrease"
"Granulicatella","Influenza A","-1","decrease"
"Granulicatella","Invasive pneumococcal disease","1","increase"
"Granulicatella","Obstructive sleep apnea-hypopnea syndrome","1","increase"
"Granulicatella","Otitis Media","1","increase"
"Granulicatella","Parkinson's Disease","-1","decrease"
"Granulicatella","Pemphigus vulgaris","-1","decrease"
"Granulicatella","Periodontal disease","-1","decrease"
"Granulicatella","Psoriasis","-1","decrease"
"Granulicatella","Recurrent tonsillitis","-1","decrease"
"Granulicatella","Rheumatoid Arthritis","-1","decrease"
"Granulicatella","Short Bowel Syndrome","-1","decrease"
"Granulicatella","Sjögren Syndrome","-1","decrease"
"Granulicatella","Smoking","-1","decrease"
"Granulicatella","Uveitits","-1","decrease"
"Granulicatella","colorectal cancer","1","increase"
"Granulicatella","lung cancer","1","increase"
"Granulicatella","periodontitis","-1","decrease"
"Granulicatella adiacens","Celiac Disease, Coaliac disease","-1","decrease"
"Granulicatella adiacens","E-smoking","-1","decrease"
"Granulicatella adiacens","Multiple system atrophy","-1","decrease"
"Granulicatella adiacens","Oral cancer","-1","decrease"
"Granulicatella adiacens","Oral potentially malignant disorder","1","increase"
"Granulicatella adiacens","Sicca syndrome","1","increase"
"Granulicatella adiacens","Sjögren Syndrome","-1","decrease"
"Granulicatella adiacens","Smoking","-1","decrease"
"Granulicatella adiacens","Tuberculosis","-1","decrease"
"Granulicatella adiacens","chronic pancreatitis","1","increase"
"Granulicatella adiacens","lung cancer","1","increase"
"Granulicatella adiacens","oral squamous cell carcinoma","-1","decrease"
"Granulicatella adiacens","pancreatic cancer","1","increase"
"Granulicatella adiacens","periodontitis","-1","decrease"
"Granulicatella elegans","Aphthous ulcer","1","increase"
"Granulicatella elegans","Caries","1","increase"
"Granulicatella elegans","Recurrent tonsillitis","-1","decrease"
"Guignardia","Tongue cancer","1","increase"
"Gulbenkiania","Protracted bacterial bronchitis","1","increase"
"Gut Microbes","Crohn's disease","-1","decrease"
"Gut Microbes","Inflammatory Bowel Diseases","-1","decrease"
"Gut Microbes","Ulcerative colitis","-1","decrease"
"Gut Microbiota","Non-Oedematous Malnutrition","1","increase"
"Gut Microbiota","Oedematous Malnutrition","1","increase"
"Gut Microbiota","Severe Acute Malnutrition","1","increase"
"Gut microbiota","Hepatocellular carcinoma","1","increase"
"Gymnopilus","Crohn disease","1","increase"
"Gymnopilus","Crohn's Disease","1","increase"
"H2-consuming populations","constipated-irritable bowel syndrome","-1","decrease"
"HPV16","oral squamous cell carcinoma","1","increase"
"HSV-1","Atherosclerosis","1","increase"
"Haematonectria","Keratitis","-1","decrease"
"Haematonectria","Schizophrenia","1","increase"
"Haemophilus","Aerobic vaginitis","1","increase"
"Haemophilus","Aggressive periodontitis","-1","decrease"
"Haemophilus","Alcoholic hepatitis","1","increase"
"Haemophilus","Alcoholism","1","increase"
"Haemophilus","Aphthous ulcer","-1","decrease"
"Haemophilus","Asthma","1","increase"
"Haemophilus","Autism spectrum disorders","1","increase"
"Haemophilus","Biliary atresia","-1","decrease"
"Haemophilus","Bleeding gum","-1","decrease"
"Haemophilus","Bronchiectasis","-1","decrease"
"Haemophilus","COPD","1","increase"
"Haemophilus","COPD Exacerbation","1","increase"
"Haemophilus","Caries","-1","decrease"
"Haemophilus","Chronic Obstructive Pulmonary Disease","1","increase"
"Haemophilus","Cirrhosis","-1","decrease"
"Haemophilus","Clostridium difficile infection","-1","decrease"
"Haemophilus","Coronary artery disease","1","increase"
"Haemophilus","Crohn's Disease","-1","decrease"
"Haemophilus","Cystic fibrosis exacerbation","-1","decrease"
"Haemophilus","Eosinophilic esophagitis","1","increase"
"Haemophilus","Extrinsic black stain","1","increase"
"Haemophilus","Gestational diabetes + hyperlipidemia","1","increase"
"Haemophilus","Graves' disease","1","increase"
"Haemophilus","H7N9","-1","decrease"
"Haemophilus","HIV infection","-1","decrease"
"Haemophilus","Helicobacter pylori infection","1","increase"
"Haemophilus","Henoch-Schönlein Purpura","-1","decrease"
"Haemophilus","Hepatitis B","1","increase"
"Haemophilus","Hepatitis C","1","increase"
"Haemophilus","Hepatocellular cancer","-1","decrease"
"Haemophilus","Idiopathic Pulmonary Fibrosis","1","increase"
"Haemophilus","Idiopathic focal epilepsy","1","increase"
"Haemophilus","Infantile eczema","-1","decrease"
"Haemophilus","Influenza A","-1","decrease"
"Haemophilus","Irritable Bowel Syndrome","-1","decrease"
"Haemophilus","Irritable bowel syndrome(IBS)","1","increase"
"Haemophilus","Liver cirrhosis","1","increase"
"Haemophilus","Multiple Sclerosis","1","increase"
"Haemophilus","Multiple system atrophy","-1","decrease"
"Haemophilus","Obstructive sleep apnea-hypopnea syndrome","1","increase"
"Haemophilus","Oral cancer","-1","decrease"
"Haemophilus","Oral lichen planus","-1","decrease"
"Haemophilus","Oral squamous cell carcinoma","-1","decrease"
"Haemophilus","Otitis Media","1","increase"
"Haemophilus","Palmoplantar pustulosis","-1","decrease"
"Haemophilus","Pancreatic cancer","1","increase"
"Haemophilus","Pancreatic head cancer","-1","decrease"
"Haemophilus","Parkinson's Disease","-1","decrease"
"Haemophilus","Periodontal","1","increase"
"Haemophilus","Periodontal disease","-1","decrease"
"Haemophilus","Primary biliary cholangitis","1","increase"
"Haemophilus","Primary sclerosing cholangitis","-1","decrease"
"Haemophilus","Primary sclerosing cholangitis-IBD","1","increase"
"Haemophilus","Protracted bacterial bronchitis","1","increase"
"Haemophilus","Recurrent aphthous stomatitis ","1","increase"
"Haemophilus","Rheumatoid Arthritis","-1","decrease"
"Haemophilus","Schizophrenia","-1","decrease"
"Haemophilus","Severe congenital neutropenia","-1","decrease"
"Haemophilus","Short Bowel Syndrome","1","increase"
"Haemophilus","Sjögren Syndrome","-1","decrease"
"Haemophilus","Smoking","-1","decrease"
"Haemophilus","Type 1 Diabetes","-1","decrease"
"Haemophilus","Type 1 diabetes mellitus","-1","decrease"
"Haemophilus","Type 2 Diabetes","-1","decrease"
"Haemophilus","Ulcerative Colitis","-1","decrease"
"Haemophilus","Urogenital Schistosomiasis","1","increase"
"Haemophilus","colorectal cancer","-1","decrease"
"Haemophilus","eczema","-1","decrease"
"Haemophilus","head and neck squamous cell carcinoma","-1","decrease"
"Haemophilus","inflammatory bowel disease","1","increase"
"Haemophilus","lung cancer","1","increase"
"Haemophilus","metabolic disorders","-1","decrease"
"Haemophilus","obesity","-1","decrease"
"Haemophilus","periodontitis","-1","decrease"
"Haemophilus aegyptius","Meningococcal disease","1","increase"
"Haemophilus haemolyticus","Caries","1","increase"
"Haemophilus haemolyticus","Meningococcal disease","1","increase"
"Haemophilus haemolyticus","Smoking","-1","decrease"
"Haemophilus influenza","Laryngeal Squamous Cell Carcinoma","1","increase"
"Haemophilus influenza","Oral squamous cell carcinoma","1","increase"
"Haemophilus influenzae","COPD Exacerbation","1","increase"
"Haemophilus influenzae","Chronic Rhinosinusitis","1","increase"
"Haemophilus influenzae","Chronic lung disease","1","increase"
"Haemophilus influenzae","Chronic ocular graft-versus-host disease","1","increase"
"Haemophilus influenzae","Cystic Fibrosis","-1","decrease"
"Haemophilus influenzae","Granulomatosis with polyangiitis","1","increase"
"Haemophilus influenzae","Hypopharyngeal cancer","1","increase"
"Haemophilus influenzae","Lower respiratory tract infection","1","increase"
"Haemophilus influenzae","Oral potentially malignant disorder","-1","decrease"
"Haemophilus influenzae","Pneumonia","1","increase"
